"month","region","subregion","country","ctry_cntr_long","ctry_cntr_lat","y2014","y2015","y2016","y2017","y2018"
"may","Africa","Africa","Nigeria",-152.464510556622,9.04612284069098,96,117,129,94,141
"may","Africa","Africa","South Africa",-132.876814159292,-28.5941592920354,311,384,436,670,655
"may","America","North America","Canada",112.832333696838,48.1319847328244,13732,13990,14052,16794,19484
"may","America","North America","Mexico",100.133599574015,20.7982747603834,189,243,227,315,380
"may","America","North America","USA",104.870802407222,37.4450351053159,67507,69520,73644,83056,92754
"may","America","South America","Argentina",137.710731707317,-33.5251219512195,107,210,191,291,294
"may","America","South America","Brazil",153.832635897436,-17.5192102564103,221,353,317,619,539
"may","America","South America","Colombia",125.168682877406,5.70347517730496,81,109,100,119,187
"may","America","South America","Peru",123.582095588235,-9.93136029411765,28,46,44,73,59
"may","America","South America","Venezuela",131.974711538462,9.79432692307692,17,12,21,13,24
"may","Asia","ASEAN","Brunei",-45.374,4.73,892,676,710,670,771
"may","Asia","ASEAN","Cambodia",-55.1844,12.2416,266,366,294,347,461
"may","Asia","ASEAN","Indonesia",-49.7179831932773,-5.32147058823529,3859,3705,4585,5045,6466
"may","Asia","ASEAN","Laos",-55.9455555555555,18.0761111111111,93,104,104,106,109
"may","Asia","ASEAN","Malaysia",-56.2003067484662,3.87441717791411,10142,13089,12076,13328,12179
"may","Asia","ASEAN","Myanmar",-63.8993939393939,18.9172727272727,581,565,554,783,905
"may","Asia","ASEAN","Singapore",-56.15,1.3,14424,15816,14723,15895,15971
"may","Asia","ASEAN","Thailand",-58.8763822525597,14.4172354948805,4014,4429,4048,4334,7126
"may","Asia","ASEAN","Vietnam",-53.5057352941176,16.3188235294118,2266,2761,3102,3966,4927
"may","Asia","East Asia","China",-44.1156278026906,34.0535201793722,31424,33250,46825,73649,109789
"may","Asia","East Asia","Hongkong",NA,NA,8430,12031,9355,9280,10308
"may","Asia","East Asia","Japan",-23.1284684684684,35.605975975976,35496,37228,39422,44696,45744
"may","Asia","East Asia","Korea",-32.3073484848485,36.3019696969697,73984,90465,94736,128691,114973
"may","Asia","East Asia","Macau",NA,NA,541,1028,701,948,869
"may","Asia","East Asia","Taiwan",-39.2136734693877,24.0868367346939,9810,13859,18136,22429,18545
"may","Asia","Middle East","Bahrain",-109.447272727273,26.1736363636364,321,327,301,258,221
"may","Asia","Middle East","Egypt",-128.630588235294,29.4472549019608,143,152,141,199,131
"may","Asia","Middle East","Jordan",-124.15642384106,32.0415894039735,68,51,60,80,55
"may","Asia","Middle East","Kuwait",-112.027714285714,29.2714285714286,419,444,574,661,372
"may","Asia","Middle East","Oman",-102.48380952381,22.9366666666667,NA,NA,NA,NA,115
"may","Asia","Middle East","Qatar",-108.735555555556,25.3366666666667,368,426,427,341,247
"may","Asia","Middle East","Saudi Arabia",-115.712795698925,23.777311827957,3402,3447,4310,3096,3763
"may","Asia","Middle East","United Arab Emirates",-104.391111111111,25.18,1429,1626,1495,1383,1440
"may","Asia","South Asia","Bangladesh",-69.7788111888112,23.7406293706294,388,321,370,318,435
"may","Asia","South Asia","India",-80.6390758047767,21.5019210799585,5305,6335,7245,9928,10569
"may","Asia","South Asia","Iran",-108.556127819549,33.8924812030075,341,195,210,208,207
"may","Asia","South Asia","Nepal",-75.3217307692308,27.6073076923077,180,186,320,778,938
"may","Asia","South Asia","Pakistan",-89.0981339712919,29.9402631578947,333,337,372,360,344
"may","Asia","South Asia","Sri Lanka",-79.6352112676057,7.26901408450704,296,450,426,477,528
"may","Australasia & The Pacific","Australasia & The Pacific","Australia",-15.7823004694836,-30.319014084507,20629,20674,21231,26447,25292
"may","Australasia & The Pacific","Australasia & The Pacific","Guam",-15.2292592592593,13.4496296296296,2850,2310,3095,2872,2691
"may","Australasia & The Pacific","Australasia & The Pacific","Nauru",6.90999999999997,-0.55,5,1,0,0,13
"may","Australasia & The Pacific","Australasia & The Pacific","New Zealand",13.6360507246377,-40.5059420289855,1684,1771,1991,2813,2828
"may","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",-13.0243902439024,-6.12756097560976,474,382,589,705,698
"may","Europe","Eastern Europe","Commonwealth Of Independent States",NA,NA,478,731,832,692,938
"may","Europe","Eastern Europe","Poland",-141.010615034169,51.843735763098,330,505,567,641,1100
"may","Europe","Eastern Europe","Russian Federation",-104.664588832487,53.6329137055838,1654,1855,1426,1766,2614
"may","Europe","Eastern Mediterranean Europe","Israel",-124.919067357513,32.3195336787565,585,1215,1120,1179,1829
"may","Europe","Eastern Mediterranean Europe","Turkey",-125.645423514539,39.2837547408344,284,452,527,600,592
"may","Europe","Northern Europe","Denmark",-149.482451612903,55.8588709677419,912,1016,986,1064,1429
"may","Europe","Northern Europe","Finland",-135.20176744186,62.2486046511628,395,462,378,472,445
"may","Europe","Northern Europe","Ireland",-167.659333333333,53.1170909090909,990,1116,1261,1422,1452
"may","Europe","Northern Europe","Norway",-149.670952380952,62.0989355742297,1121,1387,1174,1210,1460
"may","Europe","Northern Europe","Sweden",-144.479326923077,58.9549038461538,991,1493,1264,1407,1901
"may","Europe","Northern Europe","United Kingdom",-161.96267027027,52.9356972972973,13746,14045,13236,14224,15348
"may","Europe","Southern Europe","Greece",-136.79204,38.98216,179,168,192,247,296
"may","Europe","Southern Europe","Italy",-147.610994923858,42.7972182741117,1280,1640,1546,1931,2910
"may","Europe","Southern Europe","Portugal",-168.546278538813,39.9041552511416,119,226,181,281,462
"may","Europe","Southern Europe","Spain",-162.8159375,40.0899421296296,1285,1785,1803,2285,3012
"may","Europe","Western Europe","Andorra",-158.461428571429,42.5342857142857,42,38,25,33,44
"may","Europe","Western Europe","Austria",-145.891361702128,47.6804680851064,758,961,705,803,1151
"may","Europe","Western Europe","Belgium",-155.426974637681,50.7387862318841,868,1098,964,1047,1554
"may","Europe","Western Europe","France",-157.2156,47.37819,2788,4362,4356,4676,8628
"may","Europe","Western Europe","Germany",-150.696603206413,50.8155811623246,4478,5665,5901,5887,7551
"may","Europe","Western Europe","Luxembourg",-153.907505285412,49.7718181818182,45,80,46,47,72
"may","Europe","Western Europe","Netherlands",-154.601603773585,52.0650943396226,1940,2501,2319,2738,3405
"may","Europe","Western Europe","Switzerland",-151.942360774818,47.0366101694915,1732,2834,2024,2098,3311
"may","Others & Unspecified","Others & Unspecified","Residences",NA,NA,3565,4128,5098,5365,5925
"june","Africa","Africa","Nigeria",-152.464510556622,9.04612284069098,119,133,187,111,348
"june","Africa","Africa","South Africa",-132.876814159292,-28.5941592920354,253,339,361,462,477
"june","America","North America","Canada",112.832333696838,48.1319847328244,11358,13152,9072,10856,11965
"june","America","North America","Mexico",100.133599574015,20.7982747603834,225,222,233,298,309
"june","America","North America","USA",104.870802407222,37.4450351053159,60730,67199,76575,84676,94567
"june","America","South America","Argentina",137.710731707317,-33.5251219512195,81,135,116,178,177
"june","America","South America","Brazil",153.832635897436,-17.5192102564103,199,266,313,341,420
"june","America","South America","Colombia",125.168682877406,5.70347517730496,65,88,129,114,161
"june","America","South America","Peru",123.582095588235,-9.93136029411765,25,46,52,38,0
"june","America","South America","Venezuela",131.974711538462,9.79432692307692,18,20,25,11,0
"june","Asia","ASEAN","Brunei",-45.374,4.73,1032,1003,557,636,946
"june","Asia","ASEAN","Cambodia",-55.1844,12.2416,288,325,348,305,299
"june","Asia","ASEAN","Indonesia",-49.7179831932773,-5.32147058823529,4053,4035,4206,0,6093
"june","Asia","ASEAN","Laos",-55.9455555555555,18.0761111111111,135,139,114,119,101
"june","Asia","ASEAN","Malaysia",-56.2003067484662,3.87441717791411,12478,14690,11386,11633,12623
"june","Asia","ASEAN","Myanmar",-63.8993939393939,18.9172727272727,578,662,820,757,776
"june","Asia","ASEAN","Singapore",-56.15,1.3,15469,17363,16324,15022,15874
"june","Asia","ASEAN","Thailand",-58.8763822525597,14.4172354948805,3690,3541,4072,0,6339
"june","Asia","ASEAN","Vietnam",-53.5057352941176,16.3188235294118,2833,2884,3653,0,5173
"june","Asia","East Asia","China",-44.1156278026906,34.0535201793722,30796,31537,55610,66066,78071
"june","Asia","East Asia","Hongkong",NA,NA,8089,10586,10289,0,12546
"june","Asia","East Asia","Japan",-23.1284684684684,35.605975975976,33494,37102,37614,38261,40119
"june","Asia","East Asia","Korea",-32.3073484848485,36.3019696969697,79054,94086,109786,108455,113488
"june","Asia","East Asia","Macau",NA,NA,583,903,834,640,899
"june","Asia","East Asia","Taiwan",-39.2136734693877,24.0868367346939,10418,13790,22333,18374,19168
"june","Asia","Middle East","Bahrain",-109.447272727273,26.1736363636364,311,287,193,284,372
"june","Asia","Middle East","Egypt",-128.630588235294,29.4472549019608,124,102,104,142,150
"june","Asia","Middle East","Jordan",-124.15642384106,32.0415894039735,75,58,52,58,0
"june","Asia","Middle East","Kuwait",-112.027714285714,29.2714285714286,483,458,479,640,670
"june","Asia","Middle East","Oman",-102.48380952381,22.9366666666667,NA,NA,NA,NA,258
"june","Asia","Middle East","Qatar",-108.735555555556,25.3366666666667,347,384,271,380,417
"june","Asia","Middle East","Saudi Arabia",-115.712795698925,23.777311827957,3968,3995,1666,0,1832
"june","Asia","Middle East","United Arab Emirates",-104.391111111111,25.18,1410,1455,1162,0,1288
"june","Asia","South Asia","Bangladesh",-69.7788111888112,23.7406293706294,359,450,327,314,441
"june","Asia","South Asia","India",-80.6390758047767,21.5019210799585,5456,7030,7471,0,9500
"june","Asia","South Asia","Iran",-108.556127819549,33.8924812030075,570,315,405,246,189
"june","Asia","South Asia","Nepal",-75.3217307692308,27.6073076923077,248,242,333,308,701
"june","Asia","South Asia","Pakistan",-89.0981339712919,29.9402631578947,358,466,354,289,393
"june","Asia","South Asia","Sri Lanka",-79.6352112676057,7.26901408450704,332,562,571,380,620
"june","Australasia & The Pacific","Australasia & The Pacific","Australia",-15.7823004694836,-30.319014084507,16553,18750,19886,19560,21279
"june","Australasia & The Pacific","Australasia & The Pacific","Guam",-15.2292592592593,13.4496296296296,2854,2882,3792,2865,3286
"june","Australasia & The Pacific","Australasia & The Pacific","Nauru",6.90999999999997,-0.55,0,4,2,1,2
"june","Australasia & The Pacific","Australasia & The Pacific","New Zealand",13.6360507246377,-40.5059420289855,1467,1733,1774,2240,2596
"june","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",-13.0243902439024,-6.12756097560976,716,659,755,652,665
"june","Europe","Eastern Europe","Commonwealth Of Independent States",NA,NA,424,697,699,731,757
"june","Europe","Eastern Europe","Poland",-141.010615034169,51.843735763098,293,474,353,410,683
"june","Europe","Eastern Europe","Russian Federation",-104.664588832487,53.6329137055838,1199,1275,1005,0,1655
"june","Europe","Eastern Mediterranean Europe","Israel",-124.919067357513,32.3195336787565,417,755,629,748,1328
"june","Europe","Eastern Mediterranean Europe","Turkey",-125.645423514539,39.2837547408344,421,402,514,565,539
"june","Europe","Northern Europe","Denmark",-149.482451612903,55.8588709677419,936,953,1040,0,1244
"june","Europe","Northern Europe","Finland",-135.20176744186,62.2486046511628,375,386,409,531,444
"june","Europe","Northern Europe","Ireland",-167.659333333333,53.1170909090909,1558,1240,1643,0,1574
"june","Europe","Northern Europe","Norway",-149.670952380952,62.0989355742297,2675,1141,2642,0,1299
"june","Europe","Northern Europe","Sweden",-144.479326923077,58.9549038461538,1412,1140,1638,0,1483
"june","Europe","Northern Europe","United Kingdom",-161.96267027027,52.9356972972973,10100,12294,10598,11237,12661
"june","Europe","Southern Europe","Greece",-136.79204,38.98216,142,202,149,202,239
"june","Europe","Southern Europe","Italy",-147.610994923858,42.7972182741117,1258,1323,1461,0,2055
"june","Europe","Southern Europe","Portugal",-168.546278538813,39.9041552511416,93,161,180,205,235
"june","Europe","Southern Europe","Spain",-162.8159375,40.0899421296296,1387,1560,1763,0,2708
"june","Europe","Western Europe","Andorra",-158.461428571429,42.5342857142857,56,41,24,21,0
"june","Europe","Western Europe","Austria",-145.891361702128,47.6804680851064,868,749,623,755,924
"june","Europe","Western Europe","Belgium",-155.426974637681,50.7387862318841,1266,881,1071,0,1223
"june","Europe","Western Europe","France",-157.2156,47.37819,2404,3478,2809,0,5561
"june","Europe","Western Europe","Germany",-150.696603206413,50.8155811623246,3602,5135,4082,0,6532
"june","Europe","Western Europe","Luxembourg",-153.907505285412,49.7718181818182,32,39,48,24,0
"june","Europe","Western Europe","Netherlands",-154.601603773585,52.0650943396226,1617,2308,1788,0,2945
"june","Europe","Western Europe","Switzerland",-151.942360774818,47.0366101694915,1302,1923,1294,0,2220
"june","Others & Unspecified","Others & Unspecified","Residences",NA,NA,3113,3496,4126,4605,4862
"july","Africa","Africa","Nigeria",-152.464510556622,9.04612284069098,143,150,164,96,204
"july","Africa","Africa","South Africa",-132.876814159292,-28.5941592920354,258,298,362,446,605
"july","America","North America","Canada",112.832333696838,48.1319847328244,7748,8255,12558,15159,17369
"july","America","North America","Mexico",100.133599574015,20.7982747603834,293,264,279,333,400
"july","America","North America","USA",104.870802407222,37.4450351053159,61730,65173,74899,86017,91684
"july","America","South America","Argentina",137.710731707317,-33.5251219512195,65,96,114,79,173
"july","America","South America","Brazil",153.832635897436,-17.5192102564103,193,260,274,357,456
"july","America","South America","Colombia",125.168682877406,5.70347517730496,82,111,97,131,221
"july","America","South America","Peru",123.582095588235,-9.93136029411765,18,39,35,43,58
"july","America","South America","Venezuela",131.974711538462,9.79432692307692,18,18,32,21,25
"july","Asia","ASEAN","Brunei",-45.374,4.73,714,607,682,598,659
"july","Asia","ASEAN","Cambodia",-55.1844,12.2416,231,267,286,358,329
"july","Asia","ASEAN","Indonesia",-49.7179831932773,-5.32147058823529,3901,3772,3305,4317,8451
"july","Asia","ASEAN","Laos",-55.9455555555555,18.0761111111111,61,87,80,131,98
"july","Asia","ASEAN","Malaysia",-56.2003067484662,3.87441717791411,12376,12851,12022,10632,11036
"july","Asia","ASEAN","Myanmar",-63.8993939393939,18.9172727272727,460,649,595,852,717
"july","Asia","ASEAN","Singapore",-56.15,1.3,16982,15422,14153,12535,13145
"july","Asia","ASEAN","Thailand",-58.8763822525597,14.4172354948805,3124,3422,3985,3279,4612
"july","Asia","ASEAN","Vietnam",-53.5057352941176,16.3188235294118,2645,2607,3040,3597,5473
"july","Asia","East Asia","China",-44.1156278026906,34.0535201793722,27212,32495,81843,90763,85800
"july","Asia","East Asia","Hongkong",NA,NA,9564,8656,10672,8191,9533
"july","Asia","East Asia","Japan",-23.1284684684684,35.605975975976,31425,32560,44434,47377,50591
"july","Asia","East Asia","Korea",-32.3073484848485,36.3019696969697,94694,96954,142793,132135,111640
"july","Asia","East Asia","Macau",NA,NA,759,722,838,813,816
"july","Asia","East Asia","Taiwan",-39.2136734693877,24.0868367346939,11670,16038,23894,20451,23151
"july","Asia","Middle East","Bahrain",-109.447272727273,26.1736363636364,408,275,528,503,486
"july","Asia","Middle East","Egypt",-128.630588235294,29.4472549019608,87,138,253,241,233
"july","Asia","Middle East","Jordan",-124.15642384106,32.0415894039735,64,81,62,89,68
"july","Asia","Middle East","Kuwait",-112.027714285714,29.2714285714286,441,417,898,873,712
"july","Asia","Middle East","Oman",-102.48380952381,22.9366666666667,NA,NA,NA,NA,340
"july","Asia","Middle East","Qatar",-108.735555555556,25.3366666666667,423,299,646,346,308
"july","Asia","Middle East","Saudi Arabia",-115.712795698925,23.777311827957,2631,2341,8880,3228,5830
"july","Asia","Middle East","United Arab Emirates",-104.391111111111,25.18,1702,1181,2180,1367,1338
"july","Asia","South Asia","Bangladesh",-69.7788111888112,23.7406293706294,338,332,423,393,432
"july","Asia","South Asia","India",-80.6390758047767,21.5019210799585,4872,5848,9202,8988,10950
"july","Asia","South Asia","Iran",-108.556127819549,33.8924812030075,175,359,167,178,151
"july","Asia","South Asia","Nepal",-75.3217307692308,27.6073076923077,165,271,393,346,380
"july","Asia","South Asia","Pakistan",-89.0981339712919,29.9402631578947,236,328,403,424,523
"july","Asia","South Asia","Sri Lanka",-79.6352112676057,7.26901408450704,344,493,458,412,659
"july","Australasia & The Pacific","Australasia & The Pacific","Australia",-15.7823004694836,-30.319014084507,15032,16797,17827,18178,19663
"july","Australasia & The Pacific","Australasia & The Pacific","Guam",-15.2292592592593,13.4496296296296,4563,4219,4629,4096,4040
"july","Australasia & The Pacific","Australasia & The Pacific","Nauru",6.90999999999997,-0.55,0,3,3,0,2
"july","Australasia & The Pacific","Australasia & The Pacific","New Zealand",13.6360507246377,-40.5059420289855,1365,1465,1840,2105,2544
"july","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",-13.0243902439024,-6.12756097560976,598,631,756,695,857
"july","Europe","Eastern Europe","Commonwealth Of Independent States",NA,NA,516,667,745,757,595
"july","Europe","Eastern Europe","Poland",-141.010615034169,51.843735763098,301,331,365,493,464
"july","Europe","Eastern Europe","Russian Federation",-104.664588832487,53.6329137055838,1273,1053,1082,1399,1171
"july","Europe","Eastern Mediterranean Europe","Israel",-124.919067357513,32.3195336787565,485,525,891,1006,869
"july","Europe","Eastern Mediterranean Europe","Turkey",-125.645423514539,39.2837547408344,370,518,721,646,522
"july","Europe","Northern Europe","Denmark",-149.482451612903,55.8588709677419,1233,892,1821,1169,1023
"july","Europe","Northern Europe","Finland",-135.20176744186,62.2486046511628,225,437,295,242,320
"july","Europe","Northern Europe","Ireland",-167.659333333333,53.1170909090909,1142,1637,1922,2095,2324
"july","Europe","Northern Europe","Norway",-149.670952380952,62.0989355742297,2450,2712,2769,2676,2834
"july","Europe","Northern Europe","Sweden",-144.479326923077,58.9549038461538,1129,1438,1442,1898,1952
"july","Europe","Northern Europe","United Kingdom",-161.96267027027,52.9356972972973,8288,9614,16980,17254,18847
"july","Europe","Southern Europe","Greece",-136.79204,38.98216,150,167,176,185,198
"july","Europe","Southern Europe","Italy",-147.610994923858,42.7972182741117,1458,1313,2074,1710,2065
"july","Europe","Southern Europe","Portugal",-168.546278538813,39.9041552511416,107,124,193,204,309
"july","Europe","Southern Europe","Spain",-162.8159375,40.0899421296296,1827,1489,3470,2205,2504
"july","Europe","Western Europe","Andorra",-158.461428571429,42.5342857142857,50,26,36,17,50
"july","Europe","Western Europe","Austria",-145.891361702128,47.6804680851064,1077,606,1277,1503,750
"july","Europe","Western Europe","Belgium",-155.426974637681,50.7387862318841,1671,1041,1956,1167,1474
"july","Europe","Western Europe","France",-157.2156,47.37819,3429,2421,4233,2937,3339
"july","Europe","Western Europe","Germany",-150.696603206413,50.8155811623246,4917,3835,6112,4513,4828
"july","Europe","Western Europe","Luxembourg",-153.907505285412,49.7718181818182,73,29,63,71,51
"july","Europe","Western Europe","Netherlands",-154.601603773585,52.0650943396226,2695,1769,3282,2020,2195
"july","Europe","Western Europe","Switzerland",-151.942360774818,47.0366101694915,2266,1353,2581,1392,1386
"july","Others & Unspecified","Others & Unspecified","Residences",NA,NA,3074,3513,4151,3715,4740
"august","Africa","Africa","Nigeria",-152.464510556622,9.04612284069098,101,149,144,170,165
"august","Africa","Africa","South Africa",-132.876814159292,-28.5941592920354,266,374,426,546,542
"august","America","North America","Canada",112.832333696838,48.1319847328244,10548,11250,10104,11057,12848
"august","America","North America","Mexico",100.133599574015,20.7982747603834,222,338,218,270,360
"august","America","North America","USA",104.870802407222,37.4450351053159,60361,65218,55080,61415,65567
"august","America","South America","Argentina",137.710731707317,-33.5251219512195,75,94,105,118,145
"august","America","South America","Brazil",153.832635897436,-17.5192102564103,212,234,249,389,469
"august","America","South America","Colombia",125.168682877406,5.70347517730496,106,103,93,121,238
"august","America","South America","Peru",123.582095588235,-9.93136029411765,28,41,35,45,69
"august","America","South America","Venezuela",131.974711538462,9.79432692307692,22,16,20,15,35
"august","Asia","ASEAN","Brunei",-45.374,4.73,555,742,554,718,533
"august","Asia","ASEAN","Cambodia",-55.1844,12.2416,238,295,265,411,283
"august","Asia","ASEAN","Indonesia",-49.7179831932773,-5.32147058823529,3735,4233,2400,4887,5505
"august","Asia","ASEAN","Laos",-55.9455555555555,18.0761111111111,59,98,71,155,53
"august","Asia","ASEAN","Malaysia",-56.2003067484662,3.87441717791411,11353,12981,10810,12336,11578
"august","Asia","ASEAN","Myanmar",-63.8993939393939,18.9172727272727,480,622,584,906,714
"august","Asia","ASEAN","Singapore",-56.15,1.3,13641,14585,14008,13726,12612
"august","Asia","ASEAN","Thailand",-58.8763822525597,14.4172354948805,3218,3351,3788,3671,4975
"august","Asia","ASEAN","Vietnam",-53.5057352941176,16.3188235294118,2470,2810,2743,3003,4642
"august","Asia","East Asia","China",-44.1156278026906,34.0535201793722,41865,66689,61766,95687,119990
"august","Asia","East Asia","Hongkong",NA,NA,8743,10661,9142,9810,7457
"august","Asia","East Asia","Japan",-23.1284684684684,35.605975975976,38720,41620,62054,64114,65136
"august","Asia","East Asia","Korea",-32.3073484848485,36.3019696969697,114257,119292,147588,141869,127190
"august","Asia","East Asia","Macau",NA,NA,674,993,764,669,643
"august","Asia","East Asia","Taiwan",-39.2136734693877,24.0868367346939,15574,18833,21498,19993,21004
"august","Asia","Middle East","Bahrain",-109.447272727273,26.1736363636364,485,423,366,392,325
"august","Asia","Middle East","Egypt",-128.630588235294,29.4472549019608,122,140,176,134,204
"august","Asia","Middle East","Jordan",-124.15642384106,32.0415894039735,43,64,46,48,149
"august","Asia","Middle East","Kuwait",-112.027714285714,29.2714285714286,563,622,748,837,639
"august","Asia","Middle East","Oman",-102.48380952381,22.9366666666667,NA,NA,NA,NA,227
"august","Asia","Middle East","Qatar",-108.735555555556,25.3366666666667,304,442,323,369,324
"august","Asia","Middle East","Saudi Arabia",-115.712795698925,23.777311827957,6350,7098,7904,8227,6499
"august","Asia","Middle East","United Arab Emirates",-104.391111111111,25.18,1711,1822,1467,1602,1726
"august","Asia","South Asia","Bangladesh",-69.7788111888112,23.7406293706294,319,568,336,353,454
"august","Asia","South Asia","India",-80.6390758047767,21.5019210799585,4737,5565,6595,9637,9576
"august","Asia","South Asia","Iran",-108.556127819549,33.8924812030075,142,143,212,196,153
"august","Asia","South Asia","Nepal",-75.3217307692308,27.6073076923077,162,176,280,410,342
"august","Asia","South Asia","Pakistan",-89.0981339712919,29.9402631578947,288,324,403,343,437
"august","Asia","South Asia","Sri Lanka",-79.6352112676057,7.26901408450704,284,349,343,528,581
"august","Australasia & The Pacific","Australasia & The Pacific","Australia",-15.7823004694836,-30.319014084507,15058,18122,19232,19985,20817
"august","Australasia & The Pacific","Australasia & The Pacific","Guam",-15.2292592592593,13.4496296296296,3855,4135,4688,4222,3528
"august","Australasia & The Pacific","Australasia & The Pacific","Nauru",6.90999999999997,-0.55,1,0,0,1,1
"august","Australasia & The Pacific","Australasia & The Pacific","New Zealand",13.6360507246377,-40.5059420289855,1280,1626,1975,2649,2720
"august","Australasia & The Pacific","Australasia & The Pacific","Papua New Guinea",-13.0243902439024,-6.12756097560976,496,408,675,650,671
"august","Europe","Eastern Europe","Commonwealth Of Independent States",NA,NA,508,746,741,756,644
"august","Europe","Eastern Europe","Poland",-141.010615034169,51.843735763098,257,355,365,410,572
"august","Europe","Eastern Europe","Russian Federation",-104.664588832487,53.6329137055838,1262,1007,1069,1380,1269
"august","Europe","Eastern Mediterranean Europe","Israel",-124.919067357513,32.3195336787565,494,734,934,966,1405
"august","Europe","Eastern Mediterranean Europe","Turkey",-125.645423514539,39.2837547408344,301,469,483,732,666
"august","Europe","Northern Europe","Denmark",-149.482451612903,55.8588709677419,630,1399,811,1457,1517
"august","Europe","Northern Europe","Finland",-135.20176744186,62.2486046511628,263,285,239,240,288
"august","Europe","Northern Europe","Ireland",-167.659333333333,53.1170909090909,670,1492,1105,2150,2273
"august","Europe","Northern Europe","Norway",-149.670952380952,62.0989355742297,968,2498,959,2800,3178
"august","Europe","Northern Europe","Sweden",-144.479326923077,58.9549038461538,717,1062,828,1553,1494
"august","Europe","Northern Europe","United Kingdom",-161.96267027027,52.9356972972973,12655,15215,13682,14105,15376
"august","Europe","Southern Europe","Greece",-136.79204,38.98216,136,135,123,205,223
"august","Europe","Southern Europe","Italy",-147.610994923858,42.7972182741117,1611,1599,2428,2363,2861
"august","Europe","Southern Europe","Portugal",-168.546278538813,39.9041552511416,163,129,194,229,396
"august","Europe","Southern Europe","Spain",-162.8159375,40.0899421296296,2137,2260,3951,3572,4527
"august","Europe","Western Europe","Andorra",-158.461428571429,42.5342857142857,24,36,48,66,47
"august","Europe","Western Europe","Austria",-145.891361702128,47.6804680851064,679,1310,914,834,1446
"august","Europe","Western Europe","Belgium",-155.426974637681,50.7387862318841,707,1668,782,2101,2241
"august","Europe","Western Europe","France",-157.2156,47.37819,2671,3772,3325,4555,5253
"august","Europe","Western Europe","Germany",-150.696603206413,50.8155811623246,5317,4853,5814,6008,6413
"august","Europe","Western Europe","Luxembourg",-153.907505285412,49.7718181818182,57,57,92,67,90
"august","Europe","Western Europe","Netherlands",-154.601603773585,52.0650943396226,1540,2812,2080,3224,3922
"august","Europe","Western Europe","Switzerland",-151.942360774818,47.0366101694915,1102,2340,1372,2375,2662
"august","Others & Unspecified","Others & Unspecified","Residences",NA,NA,3137,3710,4269,4072,5375
"september","Africa","Africa","Nigeria",-152.464510556622,9.04612284069098,111,99,141,198,125
"september","Africa","Africa","South Africa",-132.876814159292,-28.5941592920354,249,302,359,417,432
"september","America","North America","Canada",112.832333696838,48.1319847328244,7419,8890,9548,10686,11351
"september","America","North America","Mexico",100.133599574015,20.7982747603834,228,290,235,354,363
